soc_code,occupation_title,target_domain,description,Realistic,Investigative,Artistic,Social,Enterprising,Conventional,Critical Thinking,Programming,Active Listening,Reading Comprehension,Speaking,Writing,Complex Problem Solving,Decision Making,Deductive Reasoning,Inductive Reasoning,Problem Sensitivity,Oral Comprehension,Mathematical Reasoning,Information Ordering,Visualization,Selective Attention,Computers and Electronics,Mathematics,Engineering and Technology,Business,Psychology,Education and Training,Medicine and Health,Communications
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Office and Administrative Support,"Accommodate hotel, motel, and resort patrons by registering and assigning rooms to guests, issuing room keys or cards, transmitting and receiving messages, keeping records of occupied rooms and guests' accounts, making and confirming reservations, and presenting statements to and collecting payments from departing guests.",4.11,1.03,1.88,6.16,5.0,7.7,5.43,1.12,6.67,6.03,7.64,5.56,1.3,1.04,5.63,5.95,6.43,8.16,5.06,5.55,3.74,5.58,7.15,6.02,3.93,6.21,4.79,5.17,3.56,5.01
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Office and Administrative Support,"Accommodate hotel, motel, and resort patrons by registering and assigning rooms to guests, issuing room keys or cards, transmitting and receiving messages, keeping records of occupied rooms and guests' accounts, making and confirming reservations, and presenting statements to and collecting payments from departing guests.",3.63,1.9,1.69,6.32,5.67,8.45,5.5,1.09,6.49,6.26,7.22,5.56,1.02,1.27,5.99,5.87,6.36,8.05,5.84,6.25,3.53,5.72,6.83,6.14,4.37,5.94,4.5,4.82,3.1,5.41
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Office and Administrative Support,"Accommodate hotel, motel, and resort patrons by registering and assigning rooms to guests, issuing room keys or cards, transmitting and receiving messages, keeping records of occupied rooms and guests' accounts, making and confirming reservations, and presenting statements to and collecting payments from departing guests.",3.73,1.83,1.62,6.8,5.78,7.79,5.28,1.0,6.36,6.39,7.6,6.04,1.0,1.2,5.95,5.38,6.64,7.79,5.54,6.49,4.46,6.12,6.39,5.82,3.84,5.99,4.27,4.63,3.59,4.7
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Office and Administrative Support,"Accommodate hotel, motel, and resort patrons by registering and assigning rooms to guests, issuing room keys or cards, transmitting and receiving messages, keeping records of occupied rooms and guests' accounts, making and confirming reservations, and presenting statements to and collecting payments from departing guests.",4.15,1.0,2.06,6.59,5.75,8.27,6.23,1.27,7.16,5.86,7.36,5.91,1.0,1.0,6.47,5.66,6.46,7.68,5.03,6.08,3.61,5.49,7.15,5.53,3.82,5.87,4.38,4.92,3.08,5.0
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Office and Administrative Support,"Accommodate hotel, motel, and resort patrons by registering and assigning rooms to guests, issuing room keys or cards, transmitting and receiving messages, keeping records of occupied rooms and guests' accounts, making and confirming reservations, and presenting statements to and collecting payments from departing guests.",3.66,1.71,1.44,6.24,5.91,7.82,5.82,1.39,6.9,6.4,7.28,5.49,1.16,1.0,6.15,5.88,6.3,8.21,5.14,6.5,3.64,6.2,7.02,5.81,3.83,6.14,4.8,4.63,3.34,4.81
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Office and Administrative Support,"Accommodate hotel, motel, and resort patrons by registering and assigning rooms to guests, issuing room keys or cards, transmitting and receiving messages, keeping records of occupied rooms and guests' accounts, making and confirming reservations, and presenting statements to and collecting payments from departing guests.",4.07,1.59,1.86,6.85,5.92,7.9,6.11,1.0,7.08,6.38,7.4,5.98,1.0,1.0,5.62,5.65,6.56,8.13,5.3,5.6,4.06,5.44,6.89,5.75,3.95,6.03,4.82,5.51,3.25,4.49
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Office and Administrative Support,"Accommodate hotel, motel, and resort patrons by registering and assigning rooms to guests, issuing room keys or cards, transmitting and receiving messages, keeping records of occupied rooms and guests' accounts, making and confirming reservations, and presenting statements to and collecting payments from departing guests.",3.49,1.72,2.24,6.53,5.41,8.5,5.96,1.4,6.33,5.78,7.45,5.71,1.0,1.2,6.26,5.6,6.61,7.44,5.23,6.35,3.6,5.4,6.78,5.78,4.07,6.69,4.51,4.57,3.19,4.63
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Office and Administrative Support,"Accommodate hotel, motel, and resort patrons by registering and assigning rooms to guests, issuing room keys or cards, transmitting and receiving messages, keeping records of occupied rooms and guests' accounts, making and confirming reservations, and presenting statements to and collecting payments from departing guests.",3.82,1.09,1.92,6.23,5.1,8.67,5.88,1.0,6.77,5.53,7.56,5.82,1.16,1.05,5.96,5.32,6.79,7.83,5.52,5.55,3.73,6.18,7.05,5.71,3.98,6.07,4.46,4.99,3.06,4.96
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Office and Administrative Support,"Accommodate hotel, motel, and resort patrons by registering and assigning rooms to guests, issuing room keys or cards, transmitting and receiving messages, keeping records of occupied rooms and guests' accounts, making and confirming reservations, and presenting statements to and collecting payments from departing guests.",4.13,1.0,1.71,6.73,4.95,7.82,5.9,1.12,6.58,6.18,7.47,6.13,1.08,1.44,6.2,5.45,6.01,7.3,5.43,5.75,3.55,5.5,6.29,5.65,4.3,6.69,4.54,5.25,3.65,4.82
43-4111.00,"Interviewers, Except Eligibility and Loan",Office and Administrative Support,"Interview persons by telephone, mail, in person, or by other means for the purpose of completing forms, applications, or questionnaires. Ask specific questions, record answers, and assist persons with completing form. May sort, classify, and file forms.",1.82,2.91,1.75,5.57,4.78,8.87,6.9,1.21,8.08,7.15,7.55,6.46,1.0,1.35,6.4,6.01,6.51,7.6,4.36,6.99,3.78,6.43,6.66,5.09,2.12,5.8,4.81,4.91,3.62,5.78
43-4111.00,"Interviewers, Except Eligibility and Loan",Office and Administrative Support,"Interview persons by telephone, mail, in person, or by other means for the purpose of completing forms, applications, or questionnaires. Ask specific questions, record answers, and assist persons with completing form. May sort, classify, and file forms.",1.69,3.12,1.72,5.43,4.88,8.42,6.44,1.23,8.29,6.95,7.43,6.31,1.14,1.24,6.53,6.5,6.72,8.09,4.54,6.9,4.38,6.97,6.57,5.24,1.86,5.81,4.71,4.63,3.24,5.33
43-4111.00,"Interviewers, Except Eligibility and Loan",Office and Administrative Support,"Interview persons by telephone, mail, in person, or by other means for the purpose of completing forms, applications, or questionnaires. Ask specific questions, record answers, and assist persons with completing form. May sort, classify, and file forms.",1.88,2.47,1.75,5.57,4.77,8.76,6.65,1.0,7.54,6.57,8.03,6.14,1.1,1.0,6.4,6.68,6.95,7.78,4.4,7.23,3.93,6.55,6.93,5.69,1.91,5.85,4.24,4.42,3.23,5.51
43-4111.00,"Interviewers, Except Eligibility and Loan",Office and Administrative Support,"Interview persons by telephone, mail, in person, or by other means for the purpose of completing forms, applications, or questionnaires. Ask specific questions, record answers, and assist persons with completing form. May sort, classify, and file forms.",1.0,2.99,2.34,5.48,4.77,8.64,6.7,1.0,7.61,7.1,7.83,6.91,1.0,1.14,6.96,6.95,6.35,8.07,4.6,6.48,3.82,6.24,7.0,5.06,2.45,5.73,4.41,5.29,3.63,5.4
43-4111.00,"Interviewers, Except Eligibility and Loan",Office and Administrative Support,"Interview persons by telephone, mail, in person, or by other means for the purpose of completing forms, applications, or questionnaires. Ask specific questions, record answers, and assist persons with completing form. May sort, classify, and file forms.",1.7,2.88,2.21,5.99,5.54,8.74,6.66,1.33,8.47,7.3,8.17,6.11,1.0,1.11,6.62,6.37,6.35,7.86,4.95,6.96,3.8,6.13,6.61,5.85,2.26,6.52,4.55,4.94,3.52,5.47
43-4111.00,"Interviewers, Except Eligibility and Loan",Office and Administrative Support,"Interview persons by telephone, mail, in person, or by other means for the purpose of completing forms, applications, or questionnaires. Ask specific questions, record answers, and assist persons with completing form. May sort, classify, and file forms.",1.87,3.04,1.93,5.6,4.85,8.87,7.0,1.01,8.42,7.08,7.98,6.73,1.46,1.0,6.63,6.58,6.32,8.19,4.07,7.2,3.87,6.72,6.99,5.92,2.62,5.94,4.18,5.04,3.99,5.4
43-4111.00,"Interviewers, Except Eligibility and Loan",Office and Administrative Support,"Interview persons by telephone, mail, in person, or by other means for the purpose of completing forms, applications, or questionnaires. Ask specific questions, record answers, and assist persons with completing form. May sort, classify, and file forms.",1.78,2.74,1.77,5.85,4.94,8.88,6.93,1.45,8.37,6.59,7.3,6.01,1.0,1.0,6.89,6.76,6.87,8.17,4.15,7.1,4.69,6.1,7.12,5.28,2.02,5.93,4.65,4.77,3.55,5.69
43-4111.00,"Interviewers, Except Eligibility and Loan",Office and Administrative Support,"Interview persons by telephone, mail, in person, or by other means for the purpose of completing forms, applications, or questionnaires. Ask specific questions, record answers, and assist persons with completing form. May sort, classify, and file forms.",1.34,2.43,2.31,6.14,5.46,8.72,6.17,1.0,7.63,6.53,7.31,6.66,1.0,1.0,6.59,6.62,6.28,7.45,4.17,6.82,4.64,6.86,7.43,5.43,1.86,6.39,4.07,4.41,3.45,5.24
43-4111.00,"Interviewers, Except Eligibility and Loan",Office and Administrative Support,"Interview persons by telephone, mail, in person, or by other means for the purpose of completing forms, applications, or questionnaires. Ask specific questions, record answers, and assist persons with completing form. May sort, classify, and file forms.",1.54,2.48,1.64,5.52,4.76,8.34,6.04,1.29,8.36,7.25,7.34,6.35,1.08,1.0,6.36,6.57,6.49,7.85,4.57,6.52,3.75,6.87,6.8,5.84,1.96,5.72,4.19,4.56,3.43,5.12
43-4111.00,"Interviewers, Except Eligibility and Loan",Office and Administrative Support,"Interview persons by telephone, mail, in person, or by other means for the purpose of completing forms, applications, or questionnaires. Ask specific questions, record answers, and assist persons with completing form. May sort, classify, and file forms.",1.84,3.12,2.45,6.27,4.9,8.24,6.95,1.0,7.84,7.3,7.63,6.61,1.06,1.37,6.46,6.41,6.04,8.0,4.98,7.07,3.97,6.0,6.99,5.99,1.99,6.65,3.99,5.29,3.99,5.11
43-4121.00,"Library Assistants, Clerical",Office and Administrative Support,"Compile records, and sort, shelve, issue, and receive library materials such as books, electronic media, pictures, cards, slides and microfilm. Locate library materials for loan and replace material in shelving area, stacks, or files according to identification number and title. Register patrons to permit them to borrow books, periodicals, and other library materials.",4.49,2.81,1.38,5.01,3.07,9.47,5.85,1.32,6.08,6.37,6.46,6.17,1.0,1.04,5.6,5.39,6.01,6.51,4.05,7.04,4.88,6.25,5.45,4.89,2.64,4.77,6.44,6.07,3.25,4.99
43-4121.00,"Library Assistants, Clerical",Office and Administrative Support,"Compile records, and sort, shelve, issue, and receive library materials such as books, electronic media, pictures, cards, slides and microfilm. Locate library materials for loan and replace material in shelving area, stacks, or files according to identification number and title. Register patrons to permit them to borrow books, periodicals, and other library materials.",4.31,2.38,1.83,5.08,3.05,9.49,5.82,1.0,6.07,6.33,6.38,6.36,1.0,1.0,6.17,5.95,6.46,6.41,4.09,7.17,4.93,6.46,5.9,4.34,2.01,4.56,5.65,6.39,3.54,4.78
43-4121.00,"Library Assistants, Clerical",Office and Administrative Support,"Compile records, and sort, shelve, issue, and receive library materials such as books, electronic media, pictures, cards, slides and microfilm. Locate library materials for loan and replace material in shelving area, stacks, or files according to identification number and title. Register patrons to permit them to borrow books, periodicals, and other library materials.",4.26,2.81,2.32,5.31,2.91,9.84,6.21,1.01,6.24,6.51,6.31,6.22,1.26,1.0,6.11,5.71,5.81,6.38,4.25,7.2,4.99,5.64,5.96,4.05,2.95,4.68,5.93,5.57,2.95,4.99
43-4121.00,"Library Assistants, Clerical",Office and Administrative Support,"Compile records, and sort, shelve, issue, and receive library materials such as books, electronic media, pictures, cards, slides and microfilm. Locate library materials for loan and replace material in shelving area, stacks, or files according to identification number and title. Register patrons to permit them to borrow books, periodicals, and other library materials.",3.84,2.88,1.59,5.52,2.71,9.54,5.6,1.0,6.45,6.35,6.12,6.37,1.22,1.0,5.76,6.22,6.06,7.07,4.03,6.44,4.79,5.71,6.23,4.29,2.24,4.48,5.68,6.55,3.33,4.28
43-4121.00,"Library Assistants, Clerical",Office and Administrative Support,"Compile records, and sort, shelve, issue, and receive library materials such as books, electronic media, pictures, cards, slides and microfilm. Locate library materials for loan and replace material in shelving area, stacks, or files according to identification number and title. Register patrons to permit them to borrow books, periodicals, and other library materials.",4.64,3.06,2.23,5.85,3.06,9.85,6.04,1.0,6.99,6.77,6.12,5.99,1.0,1.0,6.23,5.57,6.62,6.48,3.96,6.9,5.13,6.28,5.65,4.35,2.26,4.4,5.53,5.69,3.18,4.33
43-4121.00,"Library Assistants, Clerical",Office and Administrative Support,"Compile records, and sort, shelve, issue, and receive library materials such as books, electronic media, pictures, cards, slides and microfilm. Locate library materials for loan and replace material in shelving area, stacks, or files according to identification number and title. Register patrons to permit them to borrow books, periodicals, and other library materials.",3.82,2.43,1.65,5.46,3.05,9.47,6.26,1.17,6.5,6.24,6.33,6.19,1.0,1.35,5.73,5.56,6.56,6.67,3.62,7.24,4.57,5.58,6.4,4.27,2.34,4.66,5.93,6.16,3.55,4.97
43-4121.00,"Library Assistants, Clerical",Office and Administrative Support,"Compile records, and sort, shelve, issue, and receive library materials such as books, electronic media, pictures, cards, slides and microfilm. Locate library materials for loan and replace material in shelving area, stacks, or files according to identification number and title. Register patrons to permit them to borrow books, periodicals, and other library materials.",4.56,2.86,2.16,5.33,2.73,10.0,6.16,1.0,6.07,6.55,6.17,5.62,1.28,1.0,5.39,5.36,6.23,6.59,3.92,6.59,4.45,5.61,5.92,4.4,2.03,5.12,5.83,5.73,3.03,4.91
43-4121.00,"Library Assistants, Clerical",Office and Administrative Support,"Compile records, and sort, shelve, issue, and receive library materials such as books, electronic media, pictures, cards, slides and microfilm. Locate library materials for loan and replace material in shelving area, stacks, or files according to identification number and title. Register patrons to permit them to borrow books, periodicals, and other library materials.",4.44,3.35,1.46,5.68,3.05,9.85,5.92,1.17,6.84,6.53,5.58,6.02,1.0,1.0,5.9,5.5,6.05,7.22,4.24,6.72,4.28,6.12,6.43,4.89,2.03,5.08,6.1,5.8,3.57,4.65
43-4121.00,"Library Assistants, Clerical",Office and Administrative Support,"Compile records, and sort, shelve, issue, and receive library materials such as books, electronic media, pictures, cards, slides and microfilm. Locate library materials for loan and replace material in shelving area, stacks, or files according to identification number and title. Register patrons to permit them to borrow books, periodicals, and other library materials.",3.74,3.24,2.14,5.45,2.88,9.46,6.12,1.47,6.1,6.89,5.68,5.8,1.08,1.49,5.36,5.71,6.52,6.73,4.06,7.15,5.21,5.82,6.06,4.86,2.16,4.44,6.05,6.03,2.91,4.57
43-4121.00,"Library Assistants, Clerical",Office and Administrative Support,"Compile records, and sort, shelve, issue, and receive library materials such as books, electronic media, pictures, cards, slides and microfilm. Locate library materials for loan and replace material in shelving area, stacks, or files according to identification number and title. Register patrons to permit them to borrow books, periodicals, and other library materials.",4.31,2.82,1.99,5.13,3.0,10.0,6.35,1.0,6.65,6.14,6.16,5.84,1.21,1.0,5.68,5.27,6.26,6.35,3.63,6.65,4.57,5.93,5.69,4.73,2.3,4.43,6.11,6.33,3.38,4.81
43-4131.00,Loan Interviewers and Clerks,Office and Administrative Support,"Interview loan applicants to elicit information; investigate applicants' backgrounds and verify references; prepare loan request papers; and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishment, borrowers, and sellers upon approval of loan.",1.52,2.83,1.14,4.5,6.23,10.0,7.56,1.5,7.77,8.15,7.97,7.55,1.29,1.0,6.94,7.58,7.97,8.68,6.16,7.94,5.64,6.64,6.38,6.36,3.14,5.33,3.16,5.54,2.22,4.09
43-4131.00,Loan Interviewers and Clerks,Office and Administrative Support,"Interview loan applicants to elicit information; investigate applicants' backgrounds and verify references; prepare loan request papers; and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishment, borrowers, and sellers upon approval of loan.",1.33,2.9,1.0,4.77,6.88,9.43,7.94,1.27,8.28,7.34,8.32,7.52,1.1,1.0,7.55,7.19,7.65,7.96,5.81,7.65,5.64,6.15,6.82,6.28,3.44,5.53,2.51,5.82,1.51,4.48
43-4131.00,Loan Interviewers and Clerks,Office and Administrative Support,"Interview loan applicants to elicit information; investigate applicants' backgrounds and verify references; prepare loan request papers; and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishment, borrowers, and sellers upon approval of loan.",1.49,2.95,1.22,4.52,6.68,9.42,7.56,1.0,8.09,7.4,7.94,7.59,1.0,1.0,7.39,7.1,7.94,8.03,6.22,7.45,5.66,6.57,7.19,6.2,3.06,5.96,3.03,5.85,2.22,4.2
43-4131.00,Loan Interviewers and Clerks,Office and Administrative Support,"Interview loan applicants to elicit information; investigate applicants' backgrounds and verify references; prepare loan request papers; and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishment, borrowers, and sellers upon approval of loan.",1.74,3.22,1.77,5.12,6.77,9.73,7.17,1.0,7.95,7.97,8.41,7.59,1.0,1.0,6.96,7.48,7.84,8.11,6.26,7.84,5.46,6.4,6.74,6.83,2.76,5.55,3.24,5.81,2.46,4.59
43-4131.00,Loan Interviewers and Clerks,Office and Administrative Support,"Interview loan applicants to elicit information; investigate applicants' backgrounds and verify references; prepare loan request papers; and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishment, borrowers, and sellers upon approval of loan.",1.74,3.57,1.55,5.22,6.41,9.69,7.14,1.4,8.13,8.25,7.59,7.47,1.37,1.0,6.97,7.62,7.48,7.86,5.78,7.79,5.61,6.05,7.1,6.15,2.75,6.13,2.94,5.85,1.92,4.31
43-4131.00,Loan Interviewers and Clerks,Office and Administrative Support,"Interview loan applicants to elicit information; investigate applicants' backgrounds and verify references; prepare loan request papers; and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishment, borrowers, and sellers upon approval of loan.",1.5,3.04,1.18,5.28,6.86,9.9,7.27,1.16,8.7,7.4,7.63,6.79,1.32,1.42,7.28,7.72,7.65,7.93,6.22,7.17,5.65,6.46,7.06,6.83,3.34,6.12,2.38,5.37,1.78,4.23
43-4131.00,Loan Interviewers and Clerks,Office and Administrative Support,"Interview loan applicants to elicit information; investigate applicants' backgrounds and verify references; prepare loan request papers; and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishment, borrowers, and sellers upon approval of loan.",1.77,2.78,1.22,5.32,6.36,10.0,7.77,1.0,7.82,7.64,7.77,7.04,1.0,1.41,7.62,7.29,7.49,7.86,6.7,7.88,4.87,5.77,6.86,6.28,2.88,5.66,3.23,5.35,1.88,4.73
43-4131.00,Loan Interviewers and Clerks,Office and Administrative Support,"Interview loan applicants to elicit information; investigate applicants' backgrounds and verify references; prepare loan request papers; and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishment, borrowers, and sellers upon approval of loan.",1.05,3.54,1.72,4.47,6.19,9.82,7.22,1.0,8.42,7.94,7.84,6.84,1.0,1.0,7.08,7.14,7.57,8.05,5.86,7.29,5.47,6.25,7.14,5.99,2.91,5.66,3.12,5.46,1.69,4.4
43-4131.00,Loan Interviewers and Clerks,Office and Administrative Support,"Interview loan applicants to elicit information; investigate applicants' backgrounds and verify references; prepare loan request papers; and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishment, borrowers, and sellers upon approval of loan.",1.3,2.95,1.66,5.14,6.87,10.0,7.6,1.0,8.45,8.13,8.49,6.96,1.02,1.28,7.45,6.74,7.04,7.78,5.78,7.77,5.52,5.81,7.26,6.01,3.37,5.29,2.42,5.67,1.83,4.52
43-4131.00,Loan Interviewers and Clerks,Office and Administrative Support,"Interview loan applicants to elicit information; investigate applicants' backgrounds and verify references; prepare loan request papers; and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishment, borrowers, and sellers upon approval of loan.",1.69,3.38,1.0,4.93,6.48,9.95,7.64,1.0,8.17,8.26,8.31,7.61,1.04,1.34,6.99,7.61,7.55,8.72,6.21,7.67,5.63,5.92,6.43,6.84,3.47,5.34,2.59,6.18,2.0,4.34
43-4141.00,New Accounts Clerks,Office and Administrative Support,Interview persons desiring to open accounts in financial institutions. Explain account services available to prospective customers and assist them in preparing applications.,1.59,3.05,1.33,5.56,6.3,10.0,6.01,1.0,8.42,7.48,7.55,5.73,1.03,1.0,6.85,6.38,5.85,7.78,5.93,6.52,3.71,5.31,7.33,6.47,2.79,5.89,4.4,6.67,1.82,4.55
43-4141.00,New Accounts Clerks,Office and Administrative Support,Interview persons desiring to open accounts in financial institutions. Explain account services available to prospective customers and assist them in preparing applications.,1.75,3.02,1.92,5.6,6.95,10.0,5.94,1.0,7.55,6.68,8.05,6.49,1.0,1.0,6.89,6.5,6.29,8.43,5.56,5.84,4.27,5.59,6.82,6.62,2.3,5.82,4.22,6.6,1.56,4.4
43-4141.00,New Accounts Clerks,Office and Administrative Support,Interview persons desiring to open accounts in financial institutions. Explain account services available to prospective customers and assist them in preparing applications.,2.07,3.13,1.79,5.64,6.87,9.33,6.52,1.0,8.01,7.42,8.22,5.72,1.14,1.0,6.42,5.79,6.62,8.02,6.26,6.14,4.44,5.53,7.09,5.93,2.5,6.0,4.29,5.84,2.24,4.59
43-4141.00,New Accounts Clerks,Office and Administrative Support,Interview persons desiring to open accounts in financial institutions. Explain account services available to prospective customers and assist them in preparing applications.,1.84,3.22,1.0,5.24,6.89,10.0,6.1,1.0,7.65,6.92,8.45,6.16,1.0,1.47,6.64,6.09,6.23,8.14,5.98,5.92,4.25,5.09,7.19,6.56,3.01,6.03,4.34,6.16,2.12,3.93
43-4141.00,New Accounts Clerks,Office and Administrative Support,Interview persons desiring to open accounts in financial institutions. Explain account services available to prospective customers and assist them in preparing applications.,2.44,2.65,1.25,5.29,7.13,9.86,6.41,1.0,8.12,7.12,8.25,5.82,1.49,1.08,6.71,6.04,6.52,7.83,6.15,6.72,4.14,5.26,6.98,6.02,2.37,5.94,3.8,6.55,1.94,4.53
43-4141.00,New Accounts Clerks,Office and Administrative Support,Interview persons desiring to open accounts in financial institutions. Explain account services available to prospective customers and assist them in preparing applications.,2.25,2.95,1.62,5.13,6.39,9.37,5.83,1.33,8.49,6.89,8.0,6.48,1.23,1.05,6.68,5.79,6.14,8.22,6.39,6.26,3.79,5.06,6.71,6.11,3.07,5.93,4.25,6.53,2.37,3.96
43-4141.00,New Accounts Clerks,Office and Administrative Support,Interview persons desiring to open accounts in financial institutions. Explain account services available to prospective customers and assist them in preparing applications.,1.62,2.29,1.0,5.56,7.09,9.47,6.62,1.0,8.06,7.01,8.3,6.32,1.5,1.26,6.79,6.49,6.5,8.0,6.1,6.01,4.34,5.55,7.17,6.55,2.25,6.32,3.92,6.04,1.64,4.28
43-4141.00,New Accounts Clerks,Office and Administrative Support,Interview persons desiring to open accounts in financial institutions. Explain account services available to prospective customers and assist them in preparing applications.,2.09,2.76,1.24,5.68,7.07,9.38,6.0,1.0,7.93,7.46,8.25,6.49,1.23,1.08,6.65,6.63,6.22,7.59,5.57,6.67,4.03,5.33,7.25,6.38,3.0,6.36,4.68,6.55,2.28,4.61
43-4141.00,New Accounts Clerks,Office and Administrative Support,Interview persons desiring to open accounts in financial institutions. Explain account services available to prospective customers and assist them in preparing applications.,2.08,2.59,1.46,4.74,7.05,9.74,5.78,1.0,8.15,6.94,8.31,5.89,1.06,1.0,6.78,6.45,6.58,7.56,6.01,6.14,3.88,5.7,6.6,5.98,2.27,6.06,3.87,6.1,1.97,4.21
43-4141.00,New Accounts Clerks,Office and Administrative Support,Interview persons desiring to open accounts in financial institutions. Explain account services available to prospective customers and assist them in preparing applications.,1.79,2.32,1.7,5.22,6.34,10.0,6.01,1.11,7.59,7.25,8.14,5.76,1.37,1.0,6.73,6.28,6.45,8.24,5.89,6.54,3.85,5.74,7.2,6.42,3.05,5.82,4.67,6.21,2.42,4.18
43-4151.00,Order Clerks,Office and Administrative Support,"Receive and process incoming orders for materials, merchandise, classified ads, or services such as repairs, installations, or rental of facilities. Generally receives orders via mail, phone, fax, or other electronic means. Duties include informing customers of receipt, prices, shipping dates, and delays; preparing contracts; and handling complaints.",3.56,1.38,1.56,3.68,6.23,9.49,6.66,1.31,8.42,7.35,8.05,6.42,1.24,1.0,6.39,5.75,6.66,8.47,5.06,6.18,4.03,5.74,7.81,7.12,6.57,6.26,3.4,7.98,2.29,4.79
43-4151.00,Order Clerks,Office and Administrative Support,"Receive and process incoming orders for materials, merchandise, classified ads, or services such as repairs, installations, or rental of facilities. Generally receives orders via mail, phone, fax, or other electronic means. Duties include informing customers of receipt, prices, shipping dates, and delays; preparing contracts; and handling complaints.",3.34,1.13,1.1,3.76,6.84,10.0,5.9,1.0,8.03,6.92,7.44,6.66,1.16,1.11,6.3,6.24,6.56,8.02,5.06,6.29,4.12,5.74,8.19,6.46,6.47,6.0,3.52,8.06,2.52,4.33
43-4151.00,Order Clerks,Office and Administrative Support,"Receive and process incoming orders for materials, merchandise, classified ads, or services such as repairs, installations, or rental of facilities. Generally receives orders via mail, phone, fax, or other electronic means. Duties include informing customers of receipt, prices, shipping dates, and delays; preparing contracts; and handling complaints.",4.07,1.8,1.08,3.82,6.55,9.86,6.66,1.01,8.18,7.08,7.89,5.9,1.0,1.0,5.93,6.29,7.0,8.5,5.36,6.91,4.56,5.58,8.23,7.16,6.36,6.06,3.45,7.47,1.55,4.78
43-4151.00,Order Clerks,Office and Administrative Support,"Receive and process incoming orders for materials, merchandise, classified ads, or services such as repairs, installations, or rental of facilities. Generally receives orders via mail, phone, fax, or other electronic means. Duties include informing customers of receipt, prices, shipping dates, and delays; preparing contracts; and handling complaints.",3.24,1.04,1.56,4.01,6.42,10.0,6.21,1.0,7.55,7.09,8.14,5.76,1.0,1.25,6.37,6.38,7.33,7.73,5.12,6.51,4.17,5.86,7.92,6.64,6.08,6.13,3.48,8.25,1.95,4.38
43-4151.00,Order Clerks,Office and Administrative Support,"Receive and process incoming orders for materials, merchandise, classified ads, or services such as repairs, installations, or rental of facilities. Generally receives orders via mail, phone, fax, or other electronic means. Duties include informing customers of receipt, prices, shipping dates, and delays; preparing contracts; and handling complaints.",4.09,1.71,1.78,3.25,5.99,9.98,6.07,1.4,8.16,6.65,7.28,6.49,1.24,1.06,6.33,6.62,6.55,8.35,5.46,6.39,4.07,5.54,7.77,6.33,5.84,6.65,3.03,7.39,2.04,4.22
43-4151.00,Order Clerks,Office and Administrative Support,"Receive and process incoming orders for materials, merchandise, classified ads, or services such as repairs, installations, or rental of facilities. Generally receives orders via mail, phone, fax, or other electronic means. Duties include informing customers of receipt, prices, shipping dates, and delays; preparing contracts; and handling complaints.",4.05,1.61,1.06,3.65,6.95,9.86,6.2,1.07,7.51,7.08,8.18,5.84,1.41,1.44,6.29,6.05,7.1,7.54,4.8,6.71,3.86,6.04,8.32,7.02,5.75,6.49,3.36,7.51,2.49,4.28
43-4151.00,Order Clerks,Office and Administrative Support,"Receive and process incoming orders for materials, merchandise, classified ads, or services such as repairs, installations, or rental of facilities. Generally receives orders via mail, phone, fax, or other electronic means. Duties include informing customers of receipt, prices, shipping dates, and delays; preparing contracts; and handling complaints.",3.61,1.61,1.11,3.37,6.18,10.0,6.19,1.0,7.92,6.5,7.79,6.48,1.0,1.0,6.46,6.3,6.98,7.76,4.92,6.46,4.36,5.67,8.26,6.52,6.43,5.9,3.52,8.12,2.47,4.73
43-4151.00,Order Clerks,Office and Administrative Support,"Receive and process incoming orders for materials, merchandise, classified ads, or services such as repairs, installations, or rental of facilities. Generally receives orders via mail, phone, fax, or other electronic means. Duties include informing customers of receipt, prices, shipping dates, and delays; preparing contracts; and handling complaints.",4.16,1.0,1.13,3.76,6.33,9.76,6.1,1.0,8.27,6.55,7.98,5.83,1.45,1.09,6.2,6.1,6.99,7.84,4.85,6.12,3.89,5.99,7.64,6.79,5.86,6.6,4.01,7.96,1.68,5.12
